2022,99.25
2021,124.2249
2020,73.9497
2019,59.5608
2018,56.1022
2017,46.9887
2016,38.1607
2015,30.9992
2014,28.4214
2013,22.1745
2012,16.1202
2011,14.2684
2010,13.432
2009,11.0263
2008,11.6573
2007,13.5105
2006,10.3116
