2022,148
2021,149.8385
2020,91.2485
2019,68.1235
2018,64.2750
2017,54.2545
2016,41.7870
2015,39.6980
2014,30.5987
2013,28.1045
2012,19.2607
2011,16.1975
2010,15.7178
2009,15.62
2008,17.1863
2007,18.6022
2006,12.7807
