2022,83.43
2021,86.1440
2020,52.7065
2019,51.2735
2018,49.2335
2017,40.3885
2016,34.0570
2015,24.8530
2014,24.9080
2013,17.6262
2012,14.0195
2011,11.9088
2010,10.9355
2009,7.0906
2008,6.4559
2007,11.001
2006,8.4526
